Created with UCDetector 2.0.0	2025-07-17 13:00:59	http://www.ucdetector.org/	Created by class: org.ucdetector.report.TextReport	
net.minecraft.src.EntitySquid.field_21085_g(EntitySquid.java:8)	Change visibility of Field "EntitySquid.field_21085_g" to private	EntitySquid.field_21085_g	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntitySquid.field_21084_h(EntitySquid.java:9)	Change visibility of Field "EntitySquid.field_21084_h" to private	EntitySquid.field_21084_h	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntitySquid.field_21084_h(EntitySquid.java:9)	Field "EntitySquid.field_21084_h" is never read	EntitySquid.field_21084_h	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.EntitySquid.tentacleAngle(EntitySquid.java:10)	Change visibility of Field "EntitySquid.tentacleAngle" to default	EntitySquid.tentacleAngle	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntitySquid.lastTentacleAngle(EntitySquid.java:11)	Change visibility of Field "EntitySquid.lastTentacleAngle" to default	EntitySquid.lastTentacleAngle	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.BlockIron.<init>(BlockIron.java:3)	Change visibility of Class "BlockIron" to default - May cause compile errors!	BlockIron	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.BlockIron.BlockIron(BlockIron.java:5)	Change visibility of Constructor "BlockIron.BlockIron(int,int)" to default	BlockIron.BlockIron(int,int)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EnchantmentData.<init>(EnchantmentData.java:3)	Change visibility of Class "EnchantmentData" to default - May cause compile errors!	EnchantmentData	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EnchantmentData.EnchantmentData(EnchantmentData.java:7)	Change visibility of Constructor "EnchantmentData.EnchantmentData(Enchantment,int)" to default	EnchantmentData.EnchantmentData(Enchantment,int)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EnchantmentData.enchantmentobj(EnchantmentData.java:4)	Change visibility of Field "EnchantmentData.enchantmentobj" to default	EnchantmentData.enchantmentobj	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EnchantmentData.enchantmentLevel(EnchantmentData.java:5)	Change visibility of Field "EnchantmentData.enchantmentLevel" to default	EnchantmentData.enchantmentLevel	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiOptions.<init>(GuiOptions.java:3)	Change visibility of Class "GuiOptions" to default - May cause compile errors!	GuiOptions	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiOptions.GuiOptions(GuiOptions.java:9)	Change visibility of Constructor "GuiOptions.GuiOptions(GuiScreen,GameSettings)" to default	GuiOptions.GuiOptions(GuiScreen,GameSettings)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiOptions.screenTitle(GuiOptions.java:5)	Change visibility of Field "GuiOptions.screenTitle" to private	GuiOptions.screenTitle	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityCow.<init>(EntityCow.java:3)	Change visibility of Class "EntityCow" to default - May cause compile errors!	EntityCow	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityCow.EntityCow(EntityCow.java:4)	Change visibility of Constructor "EntityCow.EntityCow(World)" to default	EntityCow.EntityCow(World)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.WorldGenBigTree.<init>(WorldGenBigTree.java:5)	Change visibility of Class "WorldGenBigTree" to default - May cause compile errors!	WorldGenBigTree	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.WorldGenBigTree.WorldGenBigTree(WorldGenBigTree.java:23)	Change visibility of Constructor "WorldGenBigTree.WorldGenBigTree(boolean)" to default	WorldGenBigTree.WorldGenBigTree(boolean)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.WorldGenBigTree.generateLeafNodeList(WorldGenBigTree.java:27)	Change visibility of Method "WorldGenBigTree.generateLeafNodeList()" to private	WorldGenBigTree.generateLeafNodeList()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.genTreeLayer(WorldGenBigTree.java:95)	Change visibility of Method "WorldGenBigTree.genTreeLayer(int,int,int,float,byte,int)" to private	WorldGenBigTree.genTreeLayer(int,int,int,float,byte,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.layerSize(WorldGenBigTree.java:134)	Change visibility of Method "WorldGenBigTree.layerSize(int)" to private	WorldGenBigTree.layerSize(int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.leafSize(WorldGenBigTree.java:154)	Change visibility of Method "WorldGenBigTree.leafSize(int)" to private	WorldGenBigTree.leafSize(int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.generateLeafNode(WorldGenBigTree.java:158)	Change visibility of Method "WorldGenBigTree.generateLeafNode(int,int,int)" to private	WorldGenBigTree.generateLeafNode(int,int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.placeBlockLine(WorldGenBigTree.java:168)	Change visibility of Method "WorldGenBigTree.placeBlockLine(int[],int[],int)" to private	WorldGenBigTree.placeBlockLine(int[],int[],int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.generateLeaves(WorldGenBigTree.java:214)	Change visibility of Method "WorldGenBigTree.generateLeaves()" to private	WorldGenBigTree.generateLeaves()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.leafNodeNeedsBase(WorldGenBigTree.java:226)	Change visibility of Method "WorldGenBigTree.leafNodeNeedsBase(int)" to private	WorldGenBigTree.leafNodeNeedsBase(int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.generateTrunk(WorldGenBigTree.java:230)	Change visibility of Method "WorldGenBigTree.generateTrunk()" to private	WorldGenBigTree.generateTrunk()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.generateLeafNodeBases(WorldGenBigTree.java:269)	Change visibility of Method "WorldGenBigTree.generateLeafNodeBases()" to private	WorldGenBigTree.generateLeafNodeBases()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.checkBlockLine(WorldGenBigTree.java:285)	Change visibility of Method "WorldGenBigTree.checkBlockLine(int[],int[])" to private	WorldGenBigTree.checkBlockLine(int[],int[])	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.validTreeLocation(WorldGenBigTree.java:329)	Change visibility of Method "WorldGenBigTree.validTreeLocation()" to private	WorldGenBigTree.validTreeLocation()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.otherCoordPairs(WorldGenBigTree.java:6)	Change visibility of Constant "WorldGenBigTree.otherCoordPairs" to private	WorldGenBigTree.otherCoordPairs	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.rand(WorldGenBigTree.java:7)	Change visibility of Field "WorldGenBigTree.rand" to private	WorldGenBigTree.rand	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.worldObj(WorldGenBigTree.java:8)	Change visibility of Field "WorldGenBigTree.worldObj" to private	WorldGenBigTree.worldObj	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.basePos(WorldGenBigTree.java:9)	Change visibility of Field "WorldGenBigTree.basePos" to private	WorldGenBigTree.basePos	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.heightLimit(WorldGenBigTree.java:10)	Change visibility of Field "WorldGenBigTree.heightLimit" to private	WorldGenBigTree.heightLimit	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.height(WorldGenBigTree.java:11)	Change visibility of Field "WorldGenBigTree.height" to private	WorldGenBigTree.height	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.heightAttenuation(WorldGenBigTree.java:12)	Change visibility of Field "WorldGenBigTree.heightAttenuation" to private	WorldGenBigTree.heightAttenuation	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.branchDensity(WorldGenBigTree.java:13)	Field "WorldGenBigTree.branchDensity" has 0 references	WorldGenBigTree.branchDensity	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.WorldGenBigTree.branchSlope(WorldGenBigTree.java:14)	Change visibility of Field "WorldGenBigTree.branchSlope" to private	WorldGenBigTree.branchSlope	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.scaleWidth(WorldGenBigTree.java:15)	Change visibility of Field "WorldGenBigTree.scaleWidth" to private	WorldGenBigTree.scaleWidth	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.leafDensity(WorldGenBigTree.java:16)	Change visibility of Field "WorldGenBigTree.leafDensity" to private	WorldGenBigTree.leafDensity	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.trunkSize(WorldGenBigTree.java:17)	Change visibility of Field "WorldGenBigTree.trunkSize" to private	WorldGenBigTree.trunkSize	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.heightLimitLimit(WorldGenBigTree.java:18)	Change visibility of Field "WorldGenBigTree.heightLimitLimit" to private	WorldGenBigTree.heightLimitLimit	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.leafDistanceLimit(WorldGenBigTree.java:19)	Change visibility of Field "WorldGenBigTree.leafDistanceLimit" to private	WorldGenBigTree.leafDistanceLimit	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.leafNodes(WorldGenBigTree.java:20)	Change visibility of Field "WorldGenBigTree.leafNodes" to private	WorldGenBigTree.leafNodes	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.WorldGenBigTree.trunkRadius(WorldGenBigTree.java:21)	Change visibility of Field "WorldGenBigTree.trunkRadius" to private	WorldGenBigTree.trunkRadius	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.RecipesDyes.<init>(RecipesDyes.java:3)	Change visibility of Class "RecipesDyes" to default - May cause compile errors!	RecipesDyes	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.RecipesDyes.addRecipes(RecipesDyes.java:4)	Change visibility of Method "RecipesDyes.addRecipes(CraftingManager)" to default	RecipesDyes.addRecipes(CraftingManager)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.MapGenBase.<init>(MapGenBase.java:5)	Change visibility of Class "MapGenBase" to default - May cause compile errors!	MapGenBase	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.MapGenBase.generate(MapGenBase.java:10)	Change visibility of Method "MapGenBase.generate(IChunkProvider,World,int,int,byte[])" to default	MapGenBase.generate(IChunkProvider,World,int,int,byte[])	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.MapGenBase.generate(MapGenBase.java:31)	Method "MapGenBase.generate(IChunkProvider,World,int,int,short[])" has 0 references	MapGenBase.generate(IChunkProvider,World,int,int,short[])	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.MapGenBase.recursiveGenerate(MapGenBase.java:49)	Change visibility of Method "MapGenBase.recursiveGenerate(World,int,int,int,int,short[])" to private	MapGenBase.recursiveGenerate(World,int,int,int,int,short[])	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.TileEntitySpecialRenderer.<init>(TileEntitySpecialRenderer.java:3)	Change visibility of Class "TileEntitySpecialRenderer" to default - May cause compile errors!	TileEntitySpecialRenderer	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.TileEntitySpecialRenderer.cacheSpecialRenderInfo(TileEntitySpecialRenderer.java:20)	Change visibility of Method "TileEntitySpecialRenderer.cacheSpecialRenderInfo(World)" to default	TileEntitySpecialRenderer.cacheSpecialRenderInfo(World)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.TileEntitySpecialRenderer.tileEntityRenderer(TileEntitySpecialRenderer.java:4)	Change visibility of Field "TileEntitySpecialRenderer.tileEntityRenderer" to private	TileEntitySpecialRenderer.tileEntityRenderer	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.NetworkWriterThread.netManager(NetworkWriterThread.java:6)	Change visibility of Field "NetworkWriterThread.netManager" to private	NetworkWriterThread.netManager	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityAILookAtVillager.<init>(EntityAILookAtVillager.java:3)	Change visibility of Class "EntityAILookAtVillager" to default - May cause compile errors!	EntityAILookAtVillager	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityAILookAtVillager.EntityAILookAtVillager(EntityAILookAtVillager.java:8)	Change visibility of Constructor "EntityAILookAtVillager.EntityAILookAtVillager(EntityIronGolem)" to default	EntityAILookAtVillager.EntityAILookAtVillager(EntityIronGolem)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.RecipesTools.<init>(RecipesTools.java:3)	Change visibility of Class "RecipesTools" to default - May cause compile errors!	RecipesTools	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.RecipesTools.addRecipes(RecipesTools.java:26)	Change visibility of Method "RecipesTools.addRecipes(CraftingManager)" to default	RecipesTools.addRecipes(CraftingManager)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.ThreadRunIsoClient.field_1197_a(ThreadRunIsoClient.java:4)	Change visibility of Field "ThreadRunIsoClient.field_1197_a" to private	ThreadRunIsoClient.field_1197_a	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.BlockSign.<init>(BlockSign.java:5)	Change visibility of Class "BlockSign" to default - May cause compile errors!	BlockSign	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityIronGolem.<init>(EntityIronGolem.java:3)	Change visibility of Class "EntityIronGolem" to default - May cause compile errors!	EntityIronGolem	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityIronGolem.EntityIronGolem(EntityIronGolem.java:9)	Change visibility of Constructor "EntityIronGolem.EntityIronGolem(World)" to default	EntityIronGolem.EntityIronGolem(World)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityIronGolem.func_48114_ab(EntityIronGolem.java:123)	Change visibility of Method "EntityIronGolem.func_48114_ab()" to default	EntityIronGolem.func_48114_ab()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityIronGolem.func_48116_a(EntityIronGolem.java:127)	Change visibility of Method "EntityIronGolem.func_48116_a(boolean)" to default	EntityIronGolem.func_48116_a(boolean)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityIronGolem.func_48117_D_(EntityIronGolem.java:164)	Change visibility of Method "EntityIronGolem.func_48117_D_()" to default	EntityIronGolem.func_48117_D_()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityIronGolem.func_48112_E_(EntityIronGolem.java:168)	Change visibility of Method "EntityIronGolem.func_48112_E_()" to private	EntityIronGolem.func_48112_E_()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityIronGolem.villageObj(EntityIronGolem.java:5)	Change visibility of Field "EntityIronGolem.villageObj" to private	EntityIronGolem.villageObj	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityOcelot.<init>(EntityOcelot.java:3)	Change visibility of Class "EntityOcelot" to default - May cause compile errors!	EntityOcelot	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityOcelot.EntityOcelot(EntityOcelot.java:7)	Change visibility of Constructor "EntityOcelot.EntityOcelot(World)" to default	EntityOcelot.EntityOcelot(World)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiContainerCreative.<init>(GuiContainerCreative.java:11)	Change visibility of Class "GuiContainerCreative" to default - May cause compile errors!	GuiContainerCreative	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiContainerCreative.GuiContainerCreative(GuiContainerCreative.java:30)	Change visibility of Constructor "GuiContainerCreative.GuiContainerCreative(EntityPlayer)" to default	GuiContainerCreative.GuiContainerCreative(EntityPlayer)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiContainerCreative.hoverTab(GuiContainerCreative.java:489)	Change visibility of Method "GuiContainerCreative.hoverTab(CreativeTabs,int,int)" to private	GuiContainerCreative.hoverTab(CreativeTabs,int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.GuiContainerCreative.hoverTabAndTooltip(GuiContainerCreative.java:510)	Change visibility of Method "GuiContainerCreative.hoverTabAndTooltip(CreativeTabs,int,int)" to private	GuiContainerCreative.hoverTabAndTooltip(CreativeTabs,int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.GuiContainerCreative.func_74233_a(GuiContainerCreative.java:536)	Change visibility of Method "GuiContainerCreative.func_74233_a(CreativeTabs)" to private	GuiContainerCreative.func_74233_a(CreativeTabs)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.GuiContainerCreative.func_74230_h(GuiContainerCreative.java:579)	Method "GuiContainerCreative.func_74230_h()" has 0 references	GuiContainerCreative.func_74230_h()	org.ucdetector.analyzeMarkerReference	
